id,title,genres,original_language,overview,production_companies,release_date,budget,revenue,runtime,credits
271110,Captain America: Civil War,Adventure-Action-Science Fiction,en,Following the events of Age of Ultron the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers causing two factions to side with Iron Man or Captain America which causes an epic battle between former allies.,Marvel Studios,4/27/16,250000000,1153337496,147,Chris Evans-Robert Downey Jr.-Scarlett Johansson-Sebastian Stan-Chadwick Boseman-Daniel Br�_hl-Elizabeth Olsen-Paul Bettany-Don Cheadle-Anthony Mackie-Tom Holland-Jeremy Renner-Paul Rudd-Emily VanCamp-Martin Freeman-William Hurt-John Kani-Marisa Tomei-Frank Grillo-John Slattery-Hope Davis-Alfre Woodard-Michael A. Cook-Laughton Parchment-Jackson Spidell-Yi Long-Heidi Moneymaker-Aaron Toney-Cale Schultz-Ann Russo-Gene Farber-Florence Kasumba-Cornell John-Sven H�_nig-Joshua Peck-Brent McGee-Be Satrazemis-Blair Jasin-Oliver Bigalke-Rafael Banasik-David de Vries-Katie Amess-Austin Sanders-Brett Gentile-John Curran-Matthew Anderson-Andrew Botchwey-Chase Bradfield-Ernest Charles-Hendricks Coates-Ethan Condon-Shen Dynes-Nathaniel Ellis-Jariah Ferguson-Evan Ffrench-Justin Freeman-Ralphael Grand'Pierre-Julian Grimes-Aaron Hayes-Austin Hooper-Amiri Jones-Myles Joseph-Stephen Lewis-Jacob Ludwick-D'Mahrei McRae-Ashwin Mudaliar-Eli Ollinger-Parker Pape-Daniel Parada-Jonah Ruffin-Darryl Sampson-Cameron Sardone-Stanley Sellers-Miles Selles-Jacob Sung-Caden Wilkinson-Jin Shijia-Jessica Walther-Gabory-Beniamino Brogi-Silvina Buchbauer-Henry Amadi-Ugochukwu Ani-Michael Anthony Rogers-Damion Poitier-Umar Khan-David E. Brown-Guy Fernandez-Jim Rash-Sophia Russo-Stan Lee-Amelia Morck-Kerry Condon-Julianna Guill-Surely Alvelo-Brian Schaeffer-Kevin LaRosa Jr.-Al Cerullo-Fr��d��ric North-Joe Russo-Ray Sahetapy-Chris Jai Alex-Scott Hunter-Kimberly Hester Huffstetler-Lucie Carroll
297802,Aquaman,Action-Adventure-Fantasy,en,Once home to the most advanced civilization on Earth Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry Orm's half-human half-Atlantean brother and true heir to the throne.,Warner Bros. Pictures-The Safran Company-DC Films,12/7/18,160000000,1148528393,143,Jason Momoa-Amber Heard-Willem Dafoe-Patrick Wilson-Nicole Kidman-Dolph Lundgren-Yahya Abdul-Mateen II-Temuera Morrison-Ludi Lin-Michael Beach-Randall Park-Graham McTavish-Leigh Whannell-Tainui Kirkwood-Tamor Kirkwood-Denzel Quirke-Kaan Guldur-Otis Dhanji-Kekoa Kekumano-Julie Andrews-John Rhys-Davies-Djimon Hounsou-Andrew Crawford-Sophia Forrest-Natalia Safran-Micah Ohlman-Jack Andrew-Frankie Creagh-Leslie-Sophia Emberson-Bain-Ilya Melnikoff-Hank Amos-Kyryl Koltsov-Patrick Cox-Luke Owen-Robert Longstreet-Devika Parikh-Sonny Le-Jon Fabian-Mabel Tamone-Rita Dinardo-Anthony Standish-Nicolette Bianca-Victor Leto-Vincent B. Gorce-Gabriella Petkova-Oriana Lacono-Pearl Grantham-Noa Tsuchiya-Alice Lanesbury-Nicolas Bosc-Joshua Levinson-Garreth Hadfield
429617,Spider-Man: Far From Home,Action-Adventure-Science Fiction,en,Peter Parker and his friends go on a summer trip to Europe. However they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.,Marvel Studios-Pascal Pictures,6/28/19,160000000,1131927996,129,Tom Holland-Samuel L. Jackson-Jake Gyllenhaal-Marisa Tomei-Jon Favreau-Zendaya-Jacob Batalon-Tony Revolori-Angourie Rice-Remy Hii-Martin Starr-J.B. Smoove-Jorge Lendeborg Jr.-Cobie Smulders-Numan Acar-Zach Barack-Zoha Rahman-Yasmin Mwanza-Joshua Sinclair-Evans-Tyler Luke Cunningham-Sebasti��n Viveros-Toni Garrn-Peter Billingsley-Clare Dunne-Nicholas Gleaves-Claire Rushbrook-J.K. Simmons-Dawn Michelle King-Jeroen van Koningsbrugge-Michael de Roos-Jan-Paul Buijs-Sergio Pierattini-Anjana Vasan-Brian Law-Evelyn Mok-Tatiana Lunardon-Giada Benedetti-Luk���� Bech-Alessandro Giuggioli-Petr Opava-Giuseppe Andriolo-Pat Kiernan-Shari Abdul-Mari Alexandrova-Kristen Alminta-Vincent Angel-Peter Arpesella-Lasco Atkins-Sitara Attaie-Peter Bankol��-Blair Barnette-Tuwaine Barrett-Anna Benamati-Avondre E.D. Beverley-Bruno Bilotta-Sharon Blynn-Luigi Boccanfuso-Paolo Braghetto-Dante Brattelli-Jeff Bridges-Graham Burton-Ken Byrd-Sokol Cahani-Gianni Calchetti-Darren Lee Campbell-H��l��ne Cardona-Dian Cathal-Jake Cerny-Daphne Cheung-Sam Chuck-Al Clark-Victoria Coburn-Kimberly Collison-Tiziana Coste-Jaylen Davis-Kristianne-Kaith Domingo-Andrew Dunkelberger-Charlie Esqu��r-Ria Fend-Ferroz Fernandez-Vincent Frattini-Massi Furlan-Cynthia Garbutt-Thomas Goodridge-Sonia Goswami-Nicholle Hembra-Michael Hennessy-Meagan Holder-Patrick Doran-Ruth Horrocks-Chris Hyacinthe-Michael Iacono-Roman Ibragimov-Theo Ip-Timothy Christian Jansen-Keon Kendrick-Camille Kinloch-Michal Kubal-Hannah Kurczeski-G��raldine Lamarre-Jimena Larraguivel-Rich Lawton-Kath Leroy-Gavin Lee Lewis-Patrick Loh-Joseph Long-Marian Lorencik-Ketan Majmudar-Tony Mardon-Anton�_n Ma��ek-Eustace Meade-Ben Mendelsohn-Bradley Wj Miller-Melissa Beth Miller-Anthony Molinari-Julia Mollin-Adrian Mozzi-Brendan Murphy-Amanda Musso-Emily Ng-Daniel Olson-Karen Parks-Hiten Patel-Clay Pel-is-Luigi Petrazzuolo-Aleksandrs Petukhovs-Annie Pisapia-Martin Polak-Jivan Xander Ramesh-Mike Ray-Sofia Renee-Daniel Rennis-Sawyer Reo-Cailan Robinson-Emmanuel Rodriguez-Ray Rosario-Daniel Ryves-Maurice Sardison-Susanne Schraps-Karen-J Sear-Ilya Tank Shilov-Davina Sitaram-Joakim Skarli-Paul Slim-Richard Stanley-Lucas Antoine Starrets-Faith Tarby-Emily Tebbutt-Oskar Ulvestad-Lesdy Vanessa-Jessica VanOss-Joe David Walters-Jo Wheatley-Dale Wilder-Rocco Wu-Jan Zalabak-Samantha Mishinski-Alessandro Sciarra-Aristou Meehan
299537,Captain Marvel,Action-Adventure-Science Fiction,en,The story follows Carol Danvers as she becomes one of the universe���s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.,Marvel Studios,3/6/19,152000000,1131416446,124,Brie Larson-Samuel L. Jackson-Ben Mendelsohn-Jude Law-Annette Bening-Djimon Hounsou-Lee Pace-Lashana Lynch-Gemma Chan-Clark Gregg-Rune Temte-Algenis Perez Soto-Mckenna Grace-Akira Akbar-Matthew Maher-Chuku Modu-Vik Sahay-Colin Ford-Kenneth Mitchell-Stephen A. Chang-Pete Ploszek-Matthew 'Spider' Kimmel-Stephen 'Cajun' Del Bagno-London Fuller-Azari Akbar-Mark Daugherty-Diana Toshiko-Barry Curtis-Emily Ozrey-Abigaille Ozrey-Marilyn Brett-Stan Lee-Robert Kazinsky-Nelson Franklin-Patrick Brennan-Patrick Gallagher-Ana Ayora-Lyonetta Flowers-Rufus Flowers-Sharon Blynn-Auden L. Ophuls-Harriet L. Ophuls-Matthew Bellows-Richard Zeringue-Duane Henry-Chris Evans-Scarlett Johansson-Don Cheadle-Mark Ruffalo-Kelly Sue DeConnick-Vinny O'Brien-Joey Courteau-Anthony Molinari
38356,Transformers: Dark of the Moon,Action-Science Fiction-Adventure,en,The Autobots continue to work for NEST now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.,Paramount-di Bonaventura Pictures-Tom DeSanto/Don Murphy Production-Ian Bryce Productions,6/28/11,195000000,1123800000,154,Shia LaBeouf-Josh Duhamel-John Turturro-Tyrese Gibson-Rosie Huntington-Whiteley-Frances McDormand-John Malkovich-Patrick Dempsey-Kevin Dunn-Julie White-Ken Jeong-Alan Tudyk-Glenn Morshower-Lester Speight-Buzz Aldrin-Bill O'Reilly-Ravil Isyanov-Dustin Dennard-Markiss McFadden-Nick Bickle-Ajay James-Brett Lynch-Chris A. Robinson-Scott C. Roe-James D. Weston II-Brian Call-Aaron Garrido-Mikal Vega-Kenny Sheard-Josh Kelly-Keiko Agena-LaMonica Garrett-Yasen Peyankov-Brett Stimely-John H. Tobin-Drew Pillsbury-Patrick Pankhurst-Larry Clarke-Tom Virtue-Thomas Crawford-Kevin Sizemore-Alan Pietruszewski-Michael Daniel Cassady-Peter Murnik-Don Jeanes-Cory Tucker-Lindsey Ginter-David St. James-Mitch Bromwell-Elya Baskin-Eugene Alper-Inna Korobkina-Zoran Radanovich-Kathleen Gati-Annie O'Donnell-Chris Sheffield-Ken Takemoto-Michael Loeffelholz-Mindy Sterling-Stephen Monroe Taylor-Andy Daly-Derek Miller-Leidy Mazo-Scott Krinsky-Katherine Sigismund-Maile Flanagan-Darren O'Hare-Jack Axelrod-Rich Hutchman-Meredith Monroe-Charlotte Labadie-Christian Baha-Jennifer Williams-Danielle Fornarelli-Danny McCarthy-John Turk-Peter A Kelly-Mark Golden-Sean Murphy-Scott Paulson-Luis Echagarruga-Iqbal Theba-Anthony Azizi-Sammy Sheik-Mark Ryan-John S. McAfee-Jay Gates-Rebecca Cooper-Peter Cullen-Hugo Weaving-Leonard Nimoy-Jess Harnell-Charlie Adler-Robert Foxworth-James Remar-Francesco Quinn-George Coe-Tom Kenny-Reno Wilson-Frank Welker-Ron Bottitta-John DiMaggio-Keith Szarabajka-Greg Berg
122,The Lord of the Rings: The Return of the King,Adventure-Fantasy-Action,en,Aragorn is revealed as the heir to the ancient kings as he Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile Frodo and Sam take the ring closer to the heart of Mordor the dark lord's realm.,New Line Cinema-WingNut Films-The Saul Zaentz Company,12/1/03,94000000,1118888979,201,Elijah Wood-Sean Astin-Ian McKellen-Viggo Mortensen-Andy Serkis-Billy Boyd-Miranda Otto-Dominic Monaghan-Bernard Hill-David Wenham-Orlando Bloom-John Rhys-Davies-Karl Urban-John Noble-Liv Tyler-Lawrence Makoare-Ian Holm-Cate Blanchett-Hugo Weaving-Sean Bean-Marton Csokas-Paul Norell-Alan Howard-Noel Appleby-Ali Astin-David Aston-John Bach-Sadwyn Brophy-Alistair Browning-Richard Edge-Jason Fitch-Bruce Hopkins-Ian Hughes-Bret McKenzie-Sarah McLeod-Maisy McLeod-Riera-Bruce Phillips-Shane Rangi-Todd Rippon-Thomas Robins-Harry Sinclair-Peter Tait-Joel Tobeck-Stephen Ure-Sala Baker-Robert Pollock-Ross Duncan-Pete Smith-Jed Brophy-Lee Hartley-Billy Jackson-Katie Jackson-Jane Abbott-Gino Acevedo-Aidan Bell-Jarl Benzon-J��rn Benzon-Emma Deakin-Michael Elsworth-Clint Elvy-Zo Hartley-Peter Jackson-Sandro Kopp-Andrew Lesnie-Joseph Mika-Hunt-Henry Mortensen-Craig Parker-Rick Porras-Christian Rivers-Michael Semanick-Howard Shore-John Stephenson-Richard Taylor-Royd Tolkien-Christopher Lee-Brad Dourif-Bruce Spence-Phil Grieve
37724,Skyfall,Action-Adventure-Thriller,en,When Bond's latest assignment goes gravely wrong agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory the new Chairman of the Intelligence and Security Committee it's up to Bond aided only by field agent Eve to locate the mastermind behind the attack.,Danjaq-Columbia Pictures-Eon Productions-Metro-Goldwyn-Mayer-B23,10/24/12,200000000,1108569499,143,Daniel Craig-Judi Dench-Javier Bardem-Naomie Harris-Ralph Fiennes-Ben Whishaw-Albert Finney-B��r��nice Marlohe-Rory Kinnear-Ola Rapace-Helen McCrory-Nicholas Woodeson-Bill Buckhurst-Elize du Toit-Ian Bonar-Gordon Milne-Peter Basham-Ben Loyd-Holmes-Tonia Sotiropoulou-Wolf Blitzer-Orion Lee-Dave Wong-Roger Yuan-Yang Liang-Yennis Cheung-Chooye Bay-Milorad Kapor-Huw Edwards-Elio Lo Tauro-Amir Boutrous-Nicholas Goh-Khan Bonfils-Kurt Egyiawan-Oliver Johnstone-Harry Kershaw-Burt Caesar-Crispin Letts-Beatrice Curnew-Jim Conway-Jens Hult��n-Michael Pink-Jo Cameron Brown-Anthony O'Donnell-Hannah Stokely-Wayne Gordon-Tom Wu-Jake Fairbrother-Christopher Sciueref-Daniel Adegboyega-Selva Rasalingam-Steve Barnett-Lee Nicholas Harris-Duncan Casey-Angela Tran-Tom Coulston
91314,Transformers: Age of Extinction,Science Fiction-Action-Adventure,en,"As humanity picks up the pieces following the conclusion of ""Transformers: Dark of the Moon"" Autobots and Decepticons have all but vanished from the face of the planet. However a group of powerful ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient powerful Transformer menace sets Earth in his cross-hairs.",di Bonaventura Pictures-Tom DeSanto/Don Murphy Production-Ian Bryce Productions-Paramount,6/25/14,210000000,1104054072,165,Mark Wahlberg-Stanley Tucci-Kelsey Grammer-Nicola Peltz Beckham-Jack Reynor-Sophia Myles-Li Bingbing-Titus Welliver-T.J. Miller-James Bachman-Thomas Lennon-Charles Parnell-Erika Fong-Michael Collins-Han Geng-Zou Shiming-Richard Riehle-Patrick Bristow-Cleo King-Calvin Wimmer-Glenn Keogh-David Midthunder-Richard Gallion-Nick Horst-Kassem Gharaibeh-Yanis Kalnins-Edward T. Welburn-Peter A Kelly-Jessica Gomes-Andreas Beckett-Alexander Leeb-Jamison Haase-Drew Wicks-Gene Shieh-Woei Bee-Wang Ying-William Wang-Abigail Klein-Melanie Specht-Greg Matthew Anderson-Austin Lin-Victoria Summer-Kevin Covais-B. Adam Baillio-Mikal Vega-Andrew Arrabito-Tyrone Smith-Kenny Sheard-Kevin Kent-Michael Wong-Winston Yeh Ying-Wen-Ray Lui-Candice Zhao-Li Jun Ting-Howard Y. Woo-Jingsheng Yu-Ben Wang-Eddie San Chan-Zhang Tianyu-Wu Gang-Teresa Daley-Peter Cullen-Frank Welker-John Goodman-Ken Watanabe-Robert Foxworth-John DiMaggio-Mark Ryan-Reno Wilson-Michael Bay
49026,The Dark Knight Rises,Action-Crime-Drama-Thriller,en,Following the death of District Attorney Harvey Dent Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later Batman encounters the mysterious Selina Kyle and the villainous Bane a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.,Syncopy-Legendary Pictures-DC Entertainment-Warner Bros. Pictures,7/17/12,250000000,1081041287,165,Christian Bale-Michael Caine-Gary Oldman-Anne Hathaway-Tom Hardy-Marion Cotillard-Joseph Gordon-Levitt-Morgan Freeman-Matthew Modine-Juno Temple-Ben Mendelsohn-Burn Gorman-Daniel Sunjata-Cillian Murphy-Alon Abutbul-Liam Neeson-Nestor Carbonell-Josh Stewart-Aidan Gillen-Tom Conti-Joey King-Josh Pence-John Nolan-Warren Brown-Sam Kennard-Nick Julian-Miranda Nolan-Claire Julien-Brett Cullen-Reggie Lee-Joseph Lyle Taylor-Chris Ellis-Duane Henry-James Harvey Ward-Gonzalo Menendez-Cameron Jack-Lex Daniel-Tyler Dean Flores-Thomas Lennon-Trevor White-Rob Brown-Daina Griffith-Fredric Lehne-Courtney Munch-Chris Hill-Travis Guba-Jay Benedict-Will Estes-David Dayan Fisher-Glen Powell-Ben Cornish-Russ Fega-Andres Perez-Molina-Brent Briscoe-Oliver Cotton-Mark Killeen-Sarah Goldberg-John Macmillan-Robert Wisdom-Ronnie Gene Blevins-John Hollingworth-Ian Bohen-Uri Gavriel-Noel Gugliemi-Hector Atreyu Ruiz-Patrick Cox-Aramis Knight-William Devane-David Gyasi-Patrick Jordan-Joshua Elijah Reese-Desmond Harrington-Mychael Bates-Tomas Arana-Peter Holden-David Monahan-Jillian Armenante-Aja Evans-Aldous Davidson-Wade Williams-Jake Canuso-Julie Mun-Rory Nolan-Harry Coles-Massi Furlan-Todd Gearhart-Christopher Judge-Patrick Leahy-Kevin Kiely Jnr-Daniel Newman-Marc Abbink-Isiah Adams-Charlie Alejandro-Robert Arensen-Grant Babbitt-Fileena Bahris-Rick Bolander-Kyle Patrick Brennan-Scott Churchson-Bill Cowher-Graham Curry-Aaron Eckhart-Stephanie Domini-John Farrer-Frank Fata-Christopher Bryan Gomez-Vito Grassi-Michael Wren Gucciardo-Ed Heavey-John W. Iwanonkiw-Cindy Jackson-Daniel Jordano-Tiffany Kemp-Sun Jae Kim-Hrvoje Klecz-Alex Kruz-Tyler La Marr-LeJon Stewart-Paul Jude Letersky-Joe Lipari-Silvia Lombardo-Jorge Mardel-Cale McConnell-David Dale McCue-Michael Papajohn-Salomon Passariello-Allen Merritt-Olan Montgomery-Alex Moore-Shane Nolan-Kyle David Pierce-Troy Polamalu-Michael Power-James Rawlings-Kirsten Roeters-Ben Roethlisberger-Mark Roman-Eric Salazar-Emily Schooley-Thomas Tull-Chris Vaina-Barbara Vincent-Justin Michael Woods-Jason Yee-John Zion-Alex Ziwak-Tommy Bayiokos-Jeff Moffitt-Diogo Hausen-Gary Sievers-Orion McCabe-London May-James Quinn-Joe Fishel-Ming Wang-Simon Rhee-Hines Ward-Heath Miller-Collin Taylor-Antonio Piluso-Jackson Nunn-Alja�_ Tepina
475557,Joker,Crime-Thriller-Drama,en,During the 1980s a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.,Warner Bros. Pictures-Joint Effort-Village Roadshow Pictures-Bron Studios-DC Films,10/1/19,55000000,1074500000,122,Joaquin Phoenix-Robert De Niro-Zazie Beetz-Frances Conroy-Brett Cullen-Shea Whigham-Bill Camp-Glenn Fleshler-Leigh Gill-Josh Pais-Rocco Luna-Marc Maron-Sondra James-Murphy Guyer-Douglas Hodge-Dante Pereira-Olson-Carrie Louise Putrello-Sharon Washington-Hannah Gross-Frank Wood-Brian Tyree Henry-April Grace-Mick Szal-Carl Lundstedt-Michael Benz-Ben Warheit-Gary Gulman-Sam Morril-Chris Redd-Mandela Bellamy-Demetrius Dotson II-Greer Barnes-Ray Iannicelli-Bryan Callen-Peter Hans Benson-Vito Gerbino-Adam Quezada-Xavyer Ure��a-Evan Rosado-Damian Emmanuel-Mike Troll-Jane Fergus-David Gibson-Tony D. Head-Jeff McCarthy-Kim Brockington-Troy Roberts-Lou Young-Michael-Scott Druckenmiller-Craig Austin-John Cenatiempo-Danny Schoch-Keith Buterbaugh-James Ciccone-Rich Campbell-Roger Squitero-Steven Elson-Graham Mabry-John Alldred-Alonzo Wright-Jack Wilkins-Richard Baratta-Mary Kate Malat-Adrienne Acevedo Lovette-Justin Theroux-Alissa Bourne-Jamaal Burcher-John Cashin-Jason John Cicalese-Brendan Patrick Connor-Blaise Corrigan-Dennis Jay Funny-James P. Harkins-Joseph Hernandez-Ben Heyman-Graham Maby-Jesse Schratz-Isabella Ferreira-Shade Rupe
181812,Star Wars: The Rise of Skywalker,Adventure-Action-Science Fiction,en,The surviving Resistance faces the First Order once again as the journey of Rey Finn and Poe Dameron continues. With the power and knowledge of generations behind them the final battle begins.,Lucasfilm Ltd.-Bad Robot,12/18/19,250000000,1074144248,142,Carrie Fisher-Mark Hamill-Daisy Ridley-Adam Driver-John Boyega-Oscar Isaac-Anthony Daniels-Naomi Ackie-Domhnall Gleeson-Richard E. Grant-Lupita Nyong'o-Keri Russell-Joonas Suotamo-Kelly Marie Tran-Ian McDiarmid-Billy Dee Williams-Greg Grunberg-Shirley Henderson-Billie Lourd-Dominic Monaghan-Hassan Taj-Lee Towersey-Brian Herring-Dave Chapman-Richard Guiver-Lynn Robertson Bruce-J.J. Abrams-Claire Roi Harvey-Richard Coombs-Matt Denton-Nick Kellington-Mandeep Dhillon-Alison Rose-Amanda Lawrence-Tanya Moodie-Simon Paisley Day-Geff Francis-Amanda Hale-Amir El-Masry-Aidan Cook-Martin Wilde-Anton Simpson-Tidy-Lukaz Leong-Tom Rodgers-Joe Kennard-Ashley Beck-Bryony Miller-Cyril Nri-Angela Christian-Indra Ov��-Richard Bremmer-Richard Durden-Andrew Havill-Nasser Memarzia-Patrick Kennedy-Aaron Neil-Joe Hewetson-Raghad Chaar-Mim�� M. Khayisa-Tom Wilton-Chris Terrio-Kiran Shah-Debra Wilson-Josef Altin-Vinette Robinson-Mike Quinn-Bill Kipsang Rotich-Ann Firbank-Diana Kent-Warwick Davis-Harrison Davis-Elliot Hawkes-Philicia Saunders-John Williams-Nigel Godrich-Dhani Harrison-J.D. Dillard-Dave Hearn-Rochenda Sandall-Jacob Fortune-Lloyd-Andreea Diac-Liam Cook-Denis Lawson-Carolyn Hennesy-Paul Kasey-Matthew Wood-James Earl Jones-Andy Serkis-Josefine Irrera Jackson-Cailey Fleming-Jodie Comer-Billy Howle-Hayden Christensen-Olivia d'Abo-Ashley Eckstein-Jennifer Hale-Samuel L. Jackson-Ewan McGregor-Alec Guinness-Frank Oz-Angelique Perrin-Freddie Prinze Jr.-Liam Neeson-Harrison Ford-Lin-Manuel Miranda-Ed Sheeran-Gerald W. Abrams-Jeff Garlin-Karl Urban-Kevin Smith
301528,Toy Story 4,Family-Adventure-Animation-Comedy-Fantasy,en,"Woody has always been confident about his place in the world and that his priority is taking care of his kid whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",Walt Disney Pictures-Pixar,6/19/19,175000000,1073395000,100,Tom Hanks-Tim Allen-Annie Potts-Tony Hale-Keegan-Michael Key-Madeleine McGraw-Christina Hendricks-Jordan Peele-Keanu Reeves-Ally Maki-Jay Hernandez-Lori Alan-Joan Cusack-Bonnie Hunt-Kristen Schaal-Emily Davis-Wallace Shawn-John Ratzenberger-Blake Clark-June Squibb-Carl Weathers-Lila Sage Bromley-Don Rickles-Jeff Garlin-Maliah Bargas-Good-Jack McGraw-Juliana Hansen-Estelle Harris-Laurie Metcalf-Steve Purcell-Mel Brooks-Alan Oppenheimer-Carol Burnett-Betty White-Carl Reiner-Bill Hader-Patricia Arquette-Timothy Dalton-Flea-Melissa Villase��or-Jeff Pidgeon-John Morris
10193,Toy Story 3,Animation-Family-Comedy,en,Woody Buzz and the rest of Andy's toys haven't been played with in years. With Andy about to go to college the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.,Pixar-Walt Disney Pictures,6/16/10,200000000,1066970000,103,Tom Hanks-Tim Allen-Joan Cusack-Don Rickles-Wallace Shawn-John Ratzenberger-Estelle Harris-Blake Clark-Jeff Pidgeon-Ned Beatty-Michael Keaton-Jodi Benson-John Morris-Emily Hahn-Timothy Dalton-Kristen Schaal-Jeff Garlin-Bonnie Hunt-Whoopi Goldberg-Jack Angel-John Cygan-Jan Rabson-Laurie Metcalf-Lori Alan-Bea Miller-R. Lee Ermey-Teddy Newton-Richard Kind-Bud Luckey-Javier Fern��ndez-Pe��a-Charlie Bright-Amber Kroner-Brianna Maiwand-Erik von Detten-Jack Willis-Woody Smith-Carlos Alazraqui-Teresa Ganzel-Jess Harnell-Danny Mann-Mickie McGowan-Laraine Newman-Colleen O'Shaughnessey-Bob Peterson-Jerome Ranft-Lee Unkrich-Colette Whitaker-Constantino Bravos-Taiana Huff-Adam Joshua Jastrow-Leo Jergovic-Theodore F. Kayser-Gia Michailidis-Nikolas Michailidis-Aram�� Scott-Hannah Unkrich-Godfrey Gao-Sherry Lynn-Jim Ward-Frank Welker
58,Pirates of the Caribbean: Dead Man's Chest,Adventure-Fantasy-Action,en,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,Walt Disney Pictures-Jerry Bruckheimer Films-Second Mate Productions,7/6/06,200000000,1065659812,151,Johnny Depp-Orlando Bloom-Keira Knightley-Stellan Skarsg��rd-Bill Nighy-Jack Davenport-Kevin McNally-Jonathan Pryce-Lee Arenberg-Mackenzie Crook-Tom Hollander-Naomie Harris-David Bailie-Martin Klebba-David Schofield-Alex Norton-Dermot Keaney-Andy Beckwith-Clive Ashborn-Reggie Lee-Christopher Adamson-Jonathan Linsley-John Boswall-Max Baker-Steve Speirs-Lauren Maher-Vanessa Branch-Luke de Woolfson-Jonathan Kite-Ho-Kwan Tse-Peter Donald Badalamenti II-Christopher S. Capp-Donald Dowd-Barry McEvoy-Claudia Adams-Filip Cvijetic-Michael Enright-Geoffrey Rush
